film,37.07943929023008
stori,1.5787129769228754
wai,0.7496327831097616
scene,4.568685335179064
-lrb-,-0.9509996433875475
thing,-0.5734102842351104
director,6.670141471319782
perform,6.599213884883643
sens,0.9623106452654001
noir,0.2168530663773435
shot,2.586160464282403
peopl,0.5189210141403683
part,0.44079223952070284
life,-0.24508901835606778
end,0.24344913940876356
effect,0.43850628087954124
actor,3.558449997609459
movi,0.3177615239293088
line,0.9776746620193073
atmospher,-0.902869074862624
interest,-0.04952455700935014
script,1.490267520588182
act,3.6190083795997747
drama,-0.41989140008620507
-rrb-,-0.21272132951700404
audienc,0.4813906982832947
critic,-1.8218717547707748
attitud,0.25505130854100266
chang,1.0887148845513765
action,0.1816104302953791
countri,-0.7790714037463597
action-pack,0.1789367372703044
actress,2.2244155844155844
ag,0.4621532846715328
abl,0.0
accent,-0.03401533100940255
26-year-old,0.0
-lsb-,0.0
