product,120.673047781852
ipod,61.88011847169813
-lrb-,0.5467271556383992
touch,49.96828908241608
thing,15.347620107588039
devic,29.602564217458216
gener,6.684436523473108
-rrb-,1.5492000687429792
time,3.885952340943106
camera,30.825175171539804
qualiti,64.8438682926267
price,45.80212315931664
condit,72.18378403470935
screen,22.261777165267233
8gb,0.39545847521014554
great,-0.125
free,0.0
year,1.948747684584272
new,0.12741157076130974
player,17.06594872406662
problem,0.040299802930822796
mani,0.0
life,10.800851975324955
daughter,12.860613636551971
gift,29.587337940251825
model,7.7133273885480635
phone,11.358588775014201
case,8.406806028323881
game,8.11570709931696
item,13.472461626250466
gen,1.1208215496932716
displai,16.99085561710408
ship,2.1927678783537794
video,12.43621482619091
dai,-1.4262995650445771
purchas,16.386576822822327
deal,21.024856829394366
good,0.0
4th,0.0
comput,-1.5279904672417652
user,4.046302258223347
bui,15.910136914661035
birthdai,0.8876982801198818
peopl,-3.7464225544007745
brand,3.019868026455212
best,2.875
gadget,6.904855158998579
monei,-3.2796449377528774
piec,5.293699616109378
christma,2.0753118789651985
amazon,10.932401021385967
capac,5.848888242495722
button,-0.6900900009224795
batteri,4.877186280678882
design,6.30834667365444
differ,0.7681506597478668
audio,2.3877587906357594
amaz,0.0
cheaper,0.10304407713498624
appl,0.7320019151480243
awesom,0.0
biggest,-1.8923462819703332
book,0.6267875448361246
=,0.9659695402355283
box,-0.6560072076110234
network,0.9722411542314447
brother,0.5283052188885033
2nd,0.0
32gb,0.6487554155243687
album,0.44445115862196083
-lsb-,-0.8412350450707603
16gb,-0.09819820351116096
-rsb-,0.07995335284393437
64gb,0.03829429092439333
abil,2.842823903111222
>,0.2058142797026231
2g,0.011290847583729556
5th,0.0
-lcb-,0.275
!!!!!!!!!!!!!!,0.0
