water,7.451036883472224
-lrb-,0.2805161476654618
coconut,-3.2834982313457473
flavor,1.9416425653369993
brand,-3.991139161272242
review,-2.9893389023766463
drink,6.755891122487633
product,4.837811133087693
time,0.7482138595153869
-rrb-,0.1634104038593017
bottl,2.2553314643657663
store,0.37682458512040673
sugar,-1.4659184857154444
food,1.466943587649093
other,0.0
chocol,2.3378079250873527
box,-0.012577159676884768
batch,-0.19176822598740126
bit,-2.1270390839437447
amount,-0.04326873374897772
dai,-0.18568925482649853
=,0.06569343065693431
aftertast,-0.19617410521062323
choic,0.9081169613204525
14oz,0.0
11-ounc,-0.08837144059475383
105-degre,0.06000000000000001
